fact	theory	source_file	source_line	has_skip_proof	depends_on_article_sorry	consumer_chapters	dependency_chapters	consumer_article_count	bucket	availability_stage
pss_mechanized.trunk_lt	pss_mechanized	isabelle/pss_mechanized.thy	6144	true	false		5	0	PSS/compat-unreached	PSS/after-5
pss_mechanized.Joints_parent_nextR	pss_mechanized	isabelle/pss_mechanized.thy	6170	true	false	6,7,8	5,6	61	PSS/cross-chapter	PSS/after-6
pss_mechanized.joints_lt_branch_first	pss_mechanized	isabelle/pss_mechanized.thy	6205	true	false	6,7,8	5,6	61	PSS/cross-chapter	PSS/after-6
pss_mechanized.Br_component_nonempty	pss_mechanized	isabelle/pss_mechanized.thy	6228	true	false	6,7,8		61	PSS/cross-chapter	PSS/pre-5
pss_mechanized.Br_component_nonmulti	pss_mechanized	isabelle/pss_mechanized.thy	6250	true	false	6,7,8	5,6	61	PSS/cross-chapter	PSS/after-6
pss_mechanized.nth_Cons_tl	pss_mechanized	isabelle/pss_mechanized.thy	6275	false	false	6,7,8		61	PSS/cross-chapter	PSS/pre-5
pss_mechanized.Lng_NJ	pss_mechanized	isabelle/pss_mechanized.thy	6295	false	false	6,7,8		61	PSS/cross-chapter	PSS/pre-5
pss_mechanized.entry_NJ_0_0	pss_mechanized	isabelle/pss_mechanized.thy	6298	false	false	6,7,8		56	PSS/cross-chapter	PSS/pre-5
pss_mechanized.entry_NJ_1_0	pss_mechanized	isabelle/pss_mechanized.thy	6301	false	false	6,7,8		56	PSS/cross-chapter	PSS/pre-5
pss_mechanized.entry_NJ_hi	pss_mechanized	isabelle/pss_mechanized.thy	6304	false	false	6,7,8		61	PSS/cross-chapter	PSS/pre-5
pss_mechanized.NJ_nonmulti	pss_mechanized	isabelle/pss_mechanized.thy	6319	true	false	6,7,8	5,6	61	PSS/cross-chapter	PSS/after-6
pss_mechanized.betaM_pos	pss_mechanized	isabelle/pss_mechanized.thy	6398	true	false	6,7,8		61	PSS/cross-chapter	PSS/pre-5
pss_mechanized.nu_Pblock_lt	pss_mechanized	isabelle/pss_mechanized.thy	6409	true	false	6,7,8	5,6	61	PSS/cross-chapter	PSS/after-6
pss_mechanized.nu_coreReduce_lt	pss_mechanized	isabelle/pss_mechanized.thy	6421	true	false	6,7,8	5,6	61	PSS/cross-chapter	PSS/after-6
pss_mechanized.nu_NJ_lt	pss_mechanized	isabelle/pss_mechanized.thy	6438	true	false	6,7,8	5,6	61	PSS/cross-chapter	PSS/after-6
pss_mechanized.le0_funpow_IncrFirst_eq	pss_mechanized	isabelle/pss_mechanized.thy	6888	false	false	6,8		8	PSS/cross-chapter	PSS/pre-5
pss_mechanized.le1_funpow_IncrFirst_eq	pss_mechanized	isabelle/pss_mechanized.thy	6891	false	false	6		0	chapter-6/local	PSS/pre-5
pss_mechanized.adm_le1_seg_M_to_N	pss_mechanized	isabelle/pss_mechanized.thy	6898	false	false	6		0	chapter-6/local	PSS/pre-5
pss_mechanized.adm_le1_seg_N_to_M	pss_mechanized	isabelle/pss_mechanized.thy	6920	false	false	6		0	chapter-6/local	PSS/pre-5
pss_mechanized.adm_le1_seg	pss_mechanized	isabelle/pss_mechanized.thy	6937	false	false	6		0	chapter-6/local	PSS/pre-5
pss_mechanized.Lng_rebaseRow0	pss_mechanized	isabelle/pss_mechanized.thy	7047	false	false	6,7,8		41	PSS/cross-chapter	PSS/pre-5
pss_mechanized.entry_rebaseRow0_0	pss_mechanized	isabelle/pss_mechanized.thy	7050	false	false	6,7,8		41	PSS/cross-chapter	PSS/pre-5
pss_mechanized.entry_rebaseRow0_1	pss_mechanized	isabelle/pss_mechanized.thy	7054	false	false	6,7,8		41	PSS/cross-chapter	PSS/pre-5
pss_mechanized.nextrel0_rebaseRow0_eq	pss_mechanized	isabelle/pss_mechanized.thy	7061	false	false	6,7,8		41	PSS/cross-chapter	PSS/pre-5
pss_mechanized.le0_rebaseRow0_eq	pss_mechanized	isabelle/pss_mechanized.thy	7096	false	false	6,7,8		41	PSS/cross-chapter	PSS/pre-5
pss_mechanized.nextrel1_rebaseRow0_eq	pss_mechanized	isabelle/pss_mechanized.thy	7108	false	false	6,7,8		41	PSS/cross-chapter	PSS/pre-5
pss_mechanized.le1_rebaseRow0_eq	pss_mechanized	isabelle/pss_mechanized.thy	7148	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.leR_rebaseRow0_eq	pss_mechanized	isabelle/pss_mechanized.thy	7157	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.redle_branch5_rebase	pss_mechanized	isabelle/pss_mechanized.thy	7168	false	false		5	0	PSS/compat-unreached	PSS/after-5
pss_mechanized.anchored_slice_imp_T_PS	pss_mechanized	isabelle/pss_mechanized.thy	7236	false	false	6,8		14	PSS/cross-chapter	PSS/pre-5
pss_mechanized.rz_Red_entry1_nz	pss_mechanized	isabelle/pss_mechanized.thy	7250	true	false	6,7	5,6	7	PSS/cross-chapter	PSS/after-6
pss_mechanized.SkT_PS_subset_ST_PS	pss_mechanized	isabelle/pss_mechanized.thy	7358	true	false	6,8		12	PSS/cross-chapter	PSS/pre-5
pss_mechanized.ST_PS_in_some_SkT	pss_mechanized	isabelle/pss_mechanized.thy	7395	true	false	6,8		11	PSS/cross-chapter	PSS/pre-5
pss_mechanized.ST_PS_subset_Union_SkT	pss_mechanized	isabelle/pss_mechanized.thy	7412	true	false	6,8		11	PSS/cross-chapter	PSS/pre-5
pss_mechanized.ST_PS_T_PS	pss_mechanized	isabelle/pss_mechanized.thy	7967	true	false	6,8		22	PSS/cross-chapter	PSS/pre-5
pss_mechanized.seg_0_diagSeq	pss_mechanized	isabelle/pss_mechanized.thy	7999	false	false	8		1	chapter-8/local	PSS/pre-5
pss_mechanized.ST_PS_seg_0_inner	pss_mechanized	isabelle/pss_mechanized.thy	8041	true	false	6,8	5	8	PSS/cross-chapter	PSS/after-5
pss_mechanized.ST_PS_seg_0_aux	pss_mechanized	isabelle/pss_mechanized.thy	8115	true	false	6,8	5	8	PSS/cross-chapter	PSS/after-5
pss_mechanized.Row1Zero_iff_entry	pss_mechanized	isabelle/pss_mechanized.thy	8152	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.row1z_P_component	pss_mechanized	isabelle/pss_mechanized.thy	8168	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.diagSeq_Suc_snoc	pss_mechanized	isabelle/pss_mechanized.thy	8190	false	false	6,8		17	PSS/cross-chapter	PSS/pre-5
pss_mechanized.Pred_diagSeq_Suc	pss_mechanized	isabelle/pss_mechanized.thy	8195	false	false	6,8		17	PSS/cross-chapter	PSS/pre-5
pss_mechanized.not_multiT_diagSeq	pss_mechanized	isabelle/pss_mechanized.thy	8210	true	false	6,7,8	5,6	50	PSS/cross-chapter	PSS/after-6
pss_mechanized.SkT_PS_mono	pss_mechanized	isabelle/pss_mechanized.thy	8241	true	false	6,8	5	11	PSS/cross-chapter	PSS/after-5
pss_mechanized.SkT_P_comp	pss_mechanized	isabelle/pss_mechanized.thy	8281	true	false	6,8	5,6	11	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_entry_0	pss_mechanized	isabelle/pss_mechanized.thy	8416	true	false	6		1	chapter-6/local	PSS/pre-5
pss_mechanized.nonmulti_oper_components_leftcol	pss_mechanized	isabelle/pss_mechanized.thy	8430	true	false	6	5,6	1	chapter-6/local	PSS/after-6
pss_mechanized.SkT_P_descending	pss_mechanized	isabelle/pss_mechanized.thy	8466	true	false	6	5,6	1	chapter-6/local	PSS/after-6
pss_mechanized.descending_P_of_ST	pss_mechanized	isabelle/pss_mechanized.thy	8658	true	false		5,6	0	PSS/compat-unreached	PSS/after-6
pss_mechanized.entry_FirstNodes_eq_component_gen	pss_mechanized	isabelle/pss_mechanized.thy	8683	true	false	6,7,8	5,6	56	PSS/cross-chapter	PSS/after-6
pss_mechanized.descending_Br_of_FN_tiebreak	pss_mechanized	isabelle/pss_mechanized.thy	8735	true	false	8	5,6	6	chapter-8/local	PSS/after-6
pss_mechanized.seg_nth_eq	pss_mechanized	isabelle/pss_mechanized.thy	8799	false	false	6,7,8		24	PSS/cross-chapter	PSS/pre-5
pss_mechanized.seg_of_seg	pss_mechanized	isabelle/pss_mechanized.thy	8804	false	false	6,7,8		14	PSS/cross-chapter	PSS/pre-5
pss_mechanized.descendingD	pss_mechanized	isabelle/pss_mechanized.thy	8827	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.descending_snoc	pss_mechanized	isabelle/pss_mechanized.thy	8839	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.slice_P_descending_of_drop	pss_mechanized	isabelle/pss_mechanized.thy	8908	true	false	6	5,6	0	chapter-6/local	PSS/after-6
pss_mechanized.take_seg	pss_mechanized	isabelle/pss_mechanized.thy	8981	false	false	6,8		10	PSS/cross-chapter	PSS/pre-5
pss_mechanized.P_seg_butlast_bridge	pss_mechanized	isabelle/pss_mechanized.thy	9005	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.drop_seg	pss_mechanized	isabelle/pss_mechanized.thy	9023	false	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.seg_diagSeq	pss_mechanized	isabelle/pss_mechanized.thy	9036	false	false	6,8		10	PSS/cross-chapter	PSS/pre-5
pss_mechanized.not_multiT_seg_diagSeq	pss_mechanized	isabelle/pss_mechanized.thy	9055	true	false		5,6	0	PSS/compat-unreached	PSS/after-6
pss_mechanized.oper_nth_lt	pss_mechanized	isabelle/pss_mechanized.thy	9070	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.Br_diagSeq	pss_mechanized	isabelle/pss_mechanized.thy	9144	false	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.cdom_refl	pss_mechanized	isabelle/pss_mechanized.thy	9164	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.cdom_trans	pss_mechanized	isabelle/pss_mechanized.thy	9166	false	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.descending_via_cdom	pss_mechanized	isabelle/pss_mechanized.thy	9186	true	false	6,8		13	PSS/cross-chapter	PSS/pre-5
pss_mechanized.descendingI_cdom	pss_mechanized	isabelle/pss_mechanized.thy	9199	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.descending_cdomD	pss_mechanized	isabelle/pss_mechanized.thy	9204	true	false	6,8		13	PSS/cross-chapter	PSS/pre-5
pss_mechanized.descending_append	pss_mechanized	isabelle/pss_mechanized.thy	9213	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.descending_take	pss_mechanized	isabelle/pss_mechanized.thy	9259	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.descending_const_head	pss_mechanized	isabelle/pss_mechanized.thy	9274	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.descending_replicate	pss_mechanized	isabelle/pss_mechanized.thy	9289	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.descending_map_IncrFirst	pss_mechanized	isabelle/pss_mechanized.thy	9305	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.descending_shift_append	pss_mechanized	isabelle/pss_mechanized.thy	9346	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.nth_concat_replicate	pss_mechanized	isabelle/pss_mechanized.thy	9423	true	false	6,8		23	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d0zero_expand	pss_mechanized	isabelle/pss_mechanized.thy	9444	true	false	6,8		23	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_expand	pss_mechanized	isabelle/pss_mechanized.thy	9478	false	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_LngM	pss_mechanized	isabelle/pss_mechanized.thy	9514	true	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.nth_concat_map_const_len	pss_mechanized	isabelle/pss_mechanized.thy	9545	true	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_nth	pss_mechanized	isabelle/pss_mechanized.thy	9595	true	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_entry0	pss_mechanized	isabelle/pss_mechanized.thy	9630	true	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_entry1	pss_mechanized	isabelle/pss_mechanized.thy	9656	true	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_nth_prefix	pss_mechanized	isabelle/pss_mechanized.thy	9681	false	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_seg_period_reduce	pss_mechanized	isabelle/pss_mechanized.thy	9712	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.oper_d1pos_LOW_source_eq	pss_mechanized	isabelle/pss_mechanized.thy	9780	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d0zero_nth	pss_mechanized	isabelle/pss_mechanized.thy	9855	true	false	6,8		23	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d0zero_entry0	pss_mechanized	isabelle/pss_mechanized.thy	9887	true	false	6,8		22	PSS/cross-chapter	PSS/pre-5
pss_mechanized.parent_block_entry0_min	pss_mechanized	isabelle/pss_mechanized.thy	9917	true	false	6,8		23	PSS/cross-chapter	PSS/pre-5
pss_mechanized.parent_block_le0	pss_mechanized	isabelle/pss_mechanized.thy	9944	true	false	6,8		11	PSS/cross-chapter	PSS/pre-5
pss_mechanized.nextrel0_above_parent_trivial	pss_mechanized	isabelle/pss_mechanized.thy	10034	false	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d0zero_le0_confined	pss_mechanized	isabelle/pss_mechanized.thy	10068	true	false	6,8		11	PSS/cross-chapter	PSS/pre-5
pss_mechanized.nextrel0_rtrancl_entry0_mono	pss_mechanized	isabelle/pss_mechanized.thy	10203	false	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_le0_confined	pss_mechanized	isabelle/pss_mechanized.thy	10234	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.oper_d1pos_entry0_boundary	pss_mechanized	isabelle/pss_mechanized.thy	10266	true	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_nextrel0_transfer	pss_mechanized	isabelle/pss_mechanized.thy	10313	true	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_block_chain	pss_mechanized	isabelle/pss_mechanized.thy	10443	true	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_le0_blockstarts	pss_mechanized	isabelle/pss_mechanized.thy	10538	true	false	6,8		20	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_seg_mono	pss_mechanized	isabelle/pss_mechanized.thy	10593	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.oper_gen_block_nth	pss_mechanized	isabelle/pss_mechanized.thy	10658	true	false	6,8		20	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_gen_block_entry0	pss_mechanized	isabelle/pss_mechanized.thy	10697	true	false	6,8		20	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_gen_block_entry1	pss_mechanized	isabelle/pss_mechanized.thy	10713	true	false	6,8		20	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_gen_nth_prefix	pss_mechanized	isabelle/pss_mechanized.thy	10728	false	false	6,8		20	PSS/cross-chapter	PSS/pre-5
pss_mechanized.nlocal_adj_tie	pss_mechanized	isabelle/pss_mechanized.thy	10761	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.oper_d1pos_Br_comp_mono	pss_mechanized	isabelle/pss_mechanized.thy	11066	true	false		5,6	0	PSS/compat-unreached	PSS/after-6
pss_mechanized.oper_d0zero_nth_prefix	pss_mechanized	isabelle/pss_mechanized.thy	11087	true	false	6,8		12	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d0zero_nth_le_parent	pss_mechanized	isabelle/pss_mechanized.thy	11110	true	false	6,8		11	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d0zero_seg_period_reduce	pss_mechanized	isabelle/pss_mechanized.thy	11137	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.nextrel0_prefix_imp	pss_mechanized	isabelle/pss_mechanized.thy	11192	false	false	6,7,8		49	PSS/cross-chapter	PSS/pre-5
pss_mechanized.le0_prefix_agree	pss_mechanized	isabelle/pss_mechanized.thy	11218	false	false	6,7,8		49	PSS/cross-chapter	PSS/pre-5
pss_mechanized.nextrel1_prefix_imp	pss_mechanized	isabelle/pss_mechanized.thy	11255	false	false	6,7,8		49	PSS/cross-chapter	PSS/pre-5
pss_mechanized.TrMax_eqI	pss_mechanized	isabelle/pss_mechanized.thy	11295	false	false	6,7,8		50	PSS/cross-chapter	PSS/pre-5
pss_mechanized.TrMax_eq_of_prefix_agree	pss_mechanized	isabelle/pss_mechanized.thy	11347	false	false	6,7,8		49	PSS/cross-chapter	PSS/pre-5
pss_mechanized.TrMax_eq_of_prefix_agree_sym	pss_mechanized	isabelle/pss_mechanized.thy	11378	false	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.TrMax_stop	pss_mechanized	isabelle/pss_mechanized.thy	11421	true	false	6,7,8		50	PSS/cross-chapter	PSS/pre-5
pss_mechanized.TrMax_lt_last_of_row1_zero	pss_mechanized	isabelle/pss_mechanized.thy	11460	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.le1_imp_entry1_le	pss_mechanized	isabelle/pss_mechanized.thy	11486	false	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.nextR1_boundary_stop_of_prefix	pss_mechanized	isabelle/pss_mechanized.thy	11525	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.nextR1_boundary_stop_d0zero_caseA	pss_mechanized	isabelle/pss_mechanized.thy	11568	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.nextR1_boundary_stop_d1pos	pss_mechanized	isabelle/pss_mechanized.thy	11771	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.TrMax_seg_oper_d0zero_eq	pss_mechanized	isabelle/pss_mechanized.thy	12005	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.TrMax_seg_oper_d0zero_eq_caseA	pss_mechanized	isabelle/pss_mechanized.thy	12073	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.TrMax_seg_oper_d1pos_eq	pss_mechanized	isabelle/pss_mechanized.thy	12118	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.TrMax_seg_oper_d1pos_eq_span	pss_mechanized	isabelle/pss_mechanized.thy	12253	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	pss_mechanized	isabelle/pss_mechanized.thy	12385	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.TrMax_seg_oper_d1pos_brle_uncapped	pss_mechanized	isabelle/pss_mechanized.thy	12522	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.oper_d1pos_nextrel0_within	pss_mechanized	isabelle/pss_mechanized.thy	12605	true	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_le0_within	pss_mechanized	isabelle/pss_mechanized.thy	12702	true	false	6,8	5	21	PSS/cross-chapter	PSS/after-5
pss_mechanized.oper_d1pos_le0_start_to_start	pss_mechanized	isabelle/pss_mechanized.thy	12809	true	false	6,8		21	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_le0_start_to_any	pss_mechanized	isabelle/pss_mechanized.thy	12869	true	false	6,8	5	21	PSS/cross-chapter	PSS/after-5
pss_mechanized.oper_d1pos_seg_le0_boundary	pss_mechanized	isabelle/pss_mechanized.thy	12927	true	false	6,8	5	9	PSS/cross-chapter	PSS/after-5
pss_mechanized.oper_d1pos_b3n_boundary	pss_mechanized	isabelle/pss_mechanized.thy	13051	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_ctx_b3n	pss_mechanized	isabelle/pss_mechanized.thy	13155	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.oper_d1pos_ctx_tnc	pss_mechanized	isabelle/pss_mechanized.thy	13206	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized	isabelle/pss_mechanized.thy	13278	true	false	6,8	5	9	PSS/cross-chapter	PSS/after-5
pss_mechanized.oper_d1pos_ctx_tnc_capped	pss_mechanized	isabelle/pss_mechanized.thy	13593	true	false	6,8	5	9	PSS/cross-chapter	PSS/after-5
pss_mechanized.oper_d0zero_entry0_min	pss_mechanized	isabelle/pss_mechanized.thy	13652	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d0zero_seg_P_split	pss_mechanized	isabelle/pss_mechanized.thy	13686	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d0zero_seg_P_hfold	pss_mechanized	isabelle/pss_mechanized.thy	13830	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d0zero_seg_P_blk1fold	pss_mechanized	isabelle/pss_mechanized.thy	13928	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d0zero_seg_P_blk0fold	pss_mechanized	isabelle/pss_mechanized.thy	14079	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.monoT_seg_of_le0	pss_mechanized	isabelle/pss_mechanized.thy	14337	true	false	6,8		10	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_notbrle_P_split	pss_mechanized	isabelle/pss_mechanized.thy	14393	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d1pos_notbrle_LOW_eq	pss_mechanized	isabelle/pss_mechanized.thy	14428	true	false		6	0	PSS/compat-unreached	PSS/after-6
pss_mechanized.oper_d1pos_notbrle_take_map	pss_mechanized	isabelle/pss_mechanized.thy	14466	true	false		6	0	PSS/compat-unreached	PSS/after-6
pss_mechanized.oper_d1pos_collapse	pss_mechanized	isabelle/pss_mechanized.thy	14510	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d1pos_branch_anchor	pss_mechanized	isabelle/pss_mechanized.thy	14553	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d1pos_branch_collapse_concrete	pss_mechanized	isabelle/pss_mechanized.thy	14656	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d1pos_branch_butl	pss_mechanized	isabelle/pss_mechanized.thy	14688	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d1pos_branch_lowshift_regB	pss_mechanized	isabelle/pss_mechanized.thy	14724	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_mechanized.oper_d1pos_anchor_tail_entry	pss_mechanized	isabelle/pss_mechanized.thy	14790	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d1pos_tail_junction	pss_mechanized	isabelle/pss_mechanized.thy	14825	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.Br_seg_reshape	pss_mechanized	isabelle/pss_mechanized.thy	14861	false	false	6,8		10	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_notbrle_Br_align	pss_mechanized	isabelle/pss_mechanized.thy	14900	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_nth_low_verbatim	pss_mechanized	isabelle/pss_mechanized.thy	14977	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized	isabelle/pss_mechanized.thy	15041	true	false	6,8	5	9	PSS/cross-chapter	PSS/after-5
pss_mechanized.TrMax_seg_oper_d1pos_eq_regA	pss_mechanized	isabelle/pss_mechanized.thy	15332	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_notbrle_Br_align_regA	pss_mechanized	isabelle/pss_mechanized.thy	15399	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_seg_low_verbatim	pss_mechanized	isabelle/pss_mechanized.thy	15460	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.notmulti_seg_prefix	pss_mechanized	isabelle/pss_mechanized.thy	15500	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.P_butlast_take_at_anchor	pss_mechanized	isabelle/pss_mechanized.thy	15535	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d1pos_branch_lowshift_regA	pss_mechanized	isabelle/pss_mechanized.thy	15654	true	false	6,8		9	PSS/cross-chapter	PSS/pre-5
pss_mechanized.oper_d1pos_anchor_coincide_regA	pss_mechanized	isabelle/pss_mechanized.thy	15714	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.anchor_lt_of_uniform_witness	pss_mechanized	isabelle/pss_mechanized.thy	15865	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d1pos_cNlt_of_Ajm2	pss_mechanized	isabelle/pss_mechanized.thy	15902	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d1pos_period_row0_floor	pss_mechanized	isabelle/pss_mechanized.thy	15971	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
pss_mechanized.oper_d1pos_strict_period_floor	pss_mechanized	isabelle/pss_mechanized.thy	16017	true	false	6,8	5,6	9	PSS/cross-chapter	PSS/after-6
