fact	theory	source_file	source_line	has_skip_proof	depends_on_article_sorry	consumer_chapters	dependency_chapters	consumer_article_count	bucket	availability_stage
pss_wip.bpx2_BASE_all	pss_wip	isabelle/layerB/pss_wip.thy	68985	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.bpx2_terminal_slice_modResidual	pss_wip	isabelle/layerB/pss_wip.thy	69021	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.vf2x_slice_principal	pss_wip	isabelle/layerB/pss_wip.thy	69116	true	false		5,6,7	0	PSS/compat-unreached	PSS/after-7
pss_wip.vf2x_baseML	pss_wip	isabelle/layerB/pss_wip.thy	69151	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.vf2x_flat_head_bpHeadT	pss_wip	isabelle/layerB/pss_wip.thy	69403	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.vf2x_condIII_baseML_cf	pss_wip	isabelle/layerB/pss_wip.thy	69439	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.nf3x_slice_jm1_c2	pss_wip	isabelle/layerB/pss_wip.thy	69535	true	false	8	5,6,7,8	6	chapter-8/local	PSS/after-8
pss_wip.nf3x_slice_jm1_c1	pss_wip	isabelle/layerB/pss_wip.thy	69568	true	false	8	5,6,7	6	chapter-8/local	PSS/after-7
pss_wip.nf3x_NpVal	pss_wip	isabelle/layerB/pss_wip.thy	69619	true	false	8	5,6,7,8	6	chapter-8/local	PSS/after-8
pss_wip.nf3x_PredNp	pss_wip	isabelle/layerB/pss_wip.thy	69652	true	false	8	5,6,7,8	6	chapter-8/local	PSS/after-8
pss_wip.nf3x_NFall	pss_wip	isabelle/layerB/pss_wip.thy	69697	true	false	8	5,6,7,8	6	chapter-8/local	PSS/after-8
pss_wip.nf3x_NFall_kernel	pss_wip	isabelle/layerB/pss_wip.thy	69742	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.c6gx_condVI_j0	pss_wip	isabelle/layerB/pss_wip.thy	69818	false	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.c6gx_condVI_bridge	pss_wip	isabelle/layerB/pss_wip.thy	69828	false	false	8	5	5	chapter-8/local	PSS/after-5
pss_wip.c6gx_condVI_setup	pss_wip	isabelle/layerB/pss_wip.thy	69867	true	false	8	5,6,7	5	chapter-8/local	PSS/after-7
pss_wip.c6gx_condVI_transC2	pss_wip	isabelle/layerB/pss_wip.thy	69884	false	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.c6gx_condVI_transC1_adm	pss_wip	isabelle/layerB/pss_wip.thy	69904	true	false	8	5,6,7	5	chapter-8/local	PSS/after-7
pss_wip.c6gx_Trans_col	pss_wip	isabelle/layerB/pss_wip.thy	69942	true	false		5,6,7	0	PSS/compat-unreached	PSS/after-7
pss_wip.c6gx_seg_pair	pss_wip	isabelle/layerB/pss_wip.thy	69957	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.c6gx_condVI_row0_step	pss_wip	isabelle/layerB/pss_wip.thy	69962	true	false	8	5,6	5	chapter-8/local	PSS/after-6
pss_wip.c6gx_condVI_Np_form	pss_wip	isabelle/layerB/pss_wip.thy	69984	true	false		5	0	PSS/compat-unreached	PSS/after-5
pss_wip.c6gx_condVI_PredNp	pss_wip	isabelle/layerB/pss_wip.thy	69997	true	false		5,6,7	0	PSS/compat-unreached	PSS/after-7
pss_wip.c6gx_condVI_Lp	pss_wip	isabelle/layerB/pss_wip.thy	70020	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.c6gx_condVI_Np_transC2	pss_wip	isabelle/layerB/pss_wip.thy	70058	true	false		5,6,7	0	PSS/compat-unreached	PSS/after-7
pss_wip.c6gx_concat_rep_single	pss_wip	isabelle/layerB/pss_wip.thy	70086	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.c6gx_concat_rep_nil	pss_wip	isabelle/layerB/pss_wip.thy	70089	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.c6gx_condVI_descent_adm	pss_wip	isabelle/layerB/pss_wip.thy	70101	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.c6gx_condVI_baseL	pss_wip	isabelle/layerB/pss_wip.thy	70220	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.c6gx_condVI_descent_free_adm	pss_wip	isabelle/layerB/pss_wip.thy	70372	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.c4cx_d4vx_ins_mono	pss_wip	isabelle/layerB/pss_wip.thy	70411	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_wip.c4cx_d4vx_core_interleave	pss_wip	isabelle/layerB/pss_wip.thy	70431	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_wip.c4cx_d4vx_core_mono_base	pss_wip	isabelle/layerB/pss_wip.thy	70481	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_wip.c4cx_d4vx_core_compose	pss_wip	isabelle/layerB/pss_wip.thy	70494	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.c4cx_condIV_exchange13	pss_wip	isabelle/layerB/pss_wip.thy	70498	true	false	8	5,6,7	5	chapter-8/local	PSS/after-7
pss_wip.c4cx_condIV_exchange_full	pss_wip	isabelle/layerB/pss_wip.thy	70642	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.c2ex_exch_of_lhs_closed_ex	pss_wip	isabelle/layerB/pss_wip.thy	70717	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_wip.c2ex_exchange2_condII_ex	pss_wip	isabelle/layerB/pss_wip.thy	70763	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.vmlx_veM_of_kernel	pss_wip	isabelle/layerB/pss_wip.thy	70844	true	false		5,6	0	PSS/compat-unreached	PSS/after-6
pss_wip.vmlx_veL_of_kernel	pss_wip	isabelle/layerB/pss_wip.thy	70912	true	false		5,6,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.vmlx_baseML_of_kernel	pss_wip	isabelle/layerB/pss_wip.thy	71033	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.dax_c2L1_of_notLD	pss_wip	isabelle/layerB/pss_wip.thy	71081	true	false	8	5,6,7,8	6	chapter-8/local	PSS/after-8
pss_wip.dax_nf3x_NFall_kernel_notLD	pss_wip	isabelle/layerB/pss_wip.thy	71201	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.bihx_base_m_lt_TrMax	pss_wip	isabelle/layerB/pss_wip.thy	71267	true	false	8	5,6,8	7	chapter-8/local	PSS/after-8
pss_wip.bihx_base_mint	pss_wip	isabelle/layerB/pss_wip.thy	71334	true	false	8	5,6,8	7	chapter-8/local	PSS/after-8
pss_wip.bihx_base_lerB	pss_wip	isabelle/layerB/pss_wip.thy	71358	true	false	8	5,6,8	7	chapter-8/local	PSS/after-8
pss_wip.bihx_base_tneB	pss_wip	isabelle/layerB/pss_wip.thy	71384	true	false	8	5,6,7,8	7	chapter-8/local	PSS/after-8
pss_wip.bihx_base_VE_modResidual	pss_wip	isabelle/layerB/pss_wip.thy	71422	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.dkbx_deadm_of_wrap	pss_wip	isabelle/layerB/pss_wip.thy	71475	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.dkbx_ker_of_wrap	pss_wip	isabelle/layerB/pss_wip.thy	71559	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.dkbx_baseML_of_wrap	pss_wip	isabelle/layerB/pss_wip.thy	71590	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.dkbx_nf3x_of_wrap	pss_wip	isabelle/layerB/pss_wip.thy	71613	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.dkbx_nf3x_of_wrap_notLD	pss_wip	isabelle/layerB/pss_wip.thy	71667	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.dkbx_wrap_of_w1w2	pss_wip	isabelle/layerB/pss_wip.thy	71718	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.dkax_slice_principal_gen	pss_wip	isabelle/layerB/pss_wip.thy	71793	true	false	8	5,6,7	6	chapter-8/local	PSS/after-7
pss_wip.dkax_DEADM_of_KER_principal	pss_wip	isabelle/layerB/pss_wip.thy	71838	true	false		5,6,7	0	PSS/compat-unreached	PSS/after-7
pss_wip.vbax_base_baseIH	pss_wip	isabelle/layerB/pss_wip.thy	71891	true	false	8	5,6,7,8	7	chapter-8/local	PSS/after-8
pss_wip.vbax_base_VE_modResidual	pss_wip	isabelle/layerB/pss_wip.thy	71977	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.vbax_reg_TrMax_lt	pss_wip	isabelle/layerB/pss_wip.thy	71995	true	false	8	5,6	7	chapter-8/local	PSS/after-6
pss_wip.vbax_base_eq	pss_wip	isabelle/layerB/pss_wip.thy	72015	true	false	8	5,6	7	chapter-8/local	PSS/after-6
pss_wip.vbax_VE_backpeel	pss_wip	isabelle/layerB/pss_wip.thy	72042	true	false	8	5,6	7	chapter-8/local	PSS/after-6
pss_wip.vbax_terminal_slice_modResidualB	pss_wip	isabelle/layerB/pss_wip.thy	72095	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.c6zx_L_tower	pss_wip	isabelle/layerB/pss_wip.thy	72166	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.c6zx_condVI_oper_L	pss_wip	isabelle/layerB/pss_wip.thy	72257	true	false	8	5,8	5	chapter-8/local	PSS/after-8
pss_wip.c6zx_condVI_baseL_free	pss_wip	isabelle/layerB/pss_wip.thy	72286	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.c6zx_condVI_descent_adm	pss_wip	isabelle/layerB/pss_wip.thy	72441	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.c6zx_condVI_u0_adm	pss_wip	isabelle/layerB/pss_wip.thy	72537	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.c6zx_condVI_descent_u0	pss_wip	isabelle/layerB/pss_wip.thy	72557	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.c6zx_condVI_baseL_gen	pss_wip	isabelle/layerB/pss_wip.thy	72602	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.c6zx_condVI_descent_nadm	pss_wip	isabelle/layerB/pss_wip.thy	72762	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.c6zx_condVI_descent_modt2	pss_wip	isabelle/layerB/pss_wip.thy	72872	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.nldx_notLD_of_lph	pss_wip	isabelle/layerB/pss_wip.thy	72932	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.nldx_dax_c2L1_of_lph	pss_wip	isabelle/layerB/pss_wip.thy	72954	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.wf2x_p_isOT	pss_wip	isabelle/layerB/pss_wip.thy	73029	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wf2x_p_dfree	pss_wip	isabelle/layerB/pss_wip.thy	73032	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wf2x_nrmP_p	pss_wip	isabelle/layerB/pss_wip.thy	73035	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wf2x_nrmP_D0num	pss_wip	isabelle/layerB/pss_wip.thy	73041	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wf2x_D0num_isOT	pss_wip	isabelle/layerB/pss_wip.thy	73044	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wf2x_D0num_dfree	pss_wip	isabelle/layerB/pss_wip.thy	73061	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wf2x_D0num_lessBP	pss_wip	isabelle/layerB/pss_wip.thy	73064	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wf2x_D0num_in_RPrel	pss_wip	isabelle/layerB/pss_wip.thy	73067	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wf2x_pred_norm_unbounded	pss_wip	isabelle/layerB/pss_wip.thy	73082	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wf2x_no_stepwise_norm_bound	pss_wip	isabelle/layerB/pss_wip.thy	73099	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wf2x_no_predecessor_norm_bound	pss_wip	isabelle/layerB/pss_wip.thy	73117	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wf2x_pred_set_infinite	pss_wip	isabelle/layerB/pss_wip.thy	73138	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.c613x_Dtower_mono	pss_wip	isabelle/layerB/pss_wip.thy	73203	true	false	8		5	chapter-8/local	PSS/pre-5
pss_wip.c613x_operB_fseq_value	pss_wip	isabelle/layerB/pss_wip.thy	73220	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_wip.c613x_tower_operB_eq	pss_wip	isabelle/layerB/pss_wip.thy	73266	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_wip.c613x_tower_operB_lt	pss_wip	isabelle/layerB/pss_wip.thy	73284	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_wip.c613x_condVI_exch_adm	pss_wip	isabelle/layerB/pss_wip.thy	73312	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.c613x_condVI_exch_nadm	pss_wip	isabelle/layerB/pss_wip.thy	73514	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.w2x_nadm_seg	pss_wip	isabelle/layerB/pss_wip.thy	73803	true	false		6	0	PSS/compat-unreached	PSS/after-6
pss_wip.w2x_seg_left_geom	pss_wip	isabelle/layerB/pss_wip.thy	73826	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.w2x_W2_of_VE1	pss_wip	isabelle/layerB/pss_wip.thy	73859	true	false		6	0	PSS/compat-unreached	PSS/after-6
pss_wip.w1x_nadm_nextrel0_left	pss_wip	isabelle/layerB/pss_wip.thy	73965	false	false	8	8	5	chapter-8/local	PSS/after-8
pss_wip.w1x_nadm_run_le0	pss_wip	isabelle/layerB/pss_wip.thy	73990	true	false		8	0	PSS/compat-unreached	PSS/after-8
pss_wip.w1x_nadm_run_reach_c	pss_wip	isabelle/layerB/pss_wip.thy	74041	true	false		8	0	PSS/compat-unreached	PSS/after-8
pss_wip.w1x_slice_principal_reach	pss_wip	isabelle/layerB/pss_wip.thy	74058	true	false		5,6,7	0	PSS/compat-unreached	PSS/after-7
pss_wip.w1x_wrap_reach_of_w1w2	pss_wip	isabelle/layerB/pss_wip.thy	74074	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.vsx_VE_step_m0	pss_wip	isabelle/layerB/pss_wip.thy	74144	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.vsx_VE_step	pss_wip	isabelle/layerB/pss_wip.thy	74162	true	false	8	5,6,7,8	7	chapter-8/local	PSS/after-8
pss_wip.vsx_RPERS	pss_wip	isabelle/layerB/pss_wip.thy	74204	true	false	8	5,6	7	chapter-8/local	PSS/after-6
pss_wip.vsx_terminal_slice_modResidualC	pss_wip	isabelle/layerB/pss_wip.thy	74239	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.vbx_base_VE_strict	pss_wip	isabelle/layerB/pss_wip.thy	74300	true	false	8	5,6,7,8	7	chapter-8/local	PSS/after-8
pss_wip.vbx_base_VE_m0	pss_wip	isabelle/layerB/pss_wip.thy	74419	false	false	8		7	chapter-8/local	PSS/pre-5
pss_wip.vbx_base_transJm1_zero_or_TrMax	pss_wip	isabelle/layerB/pss_wip.thy	74440	true	false	8	5,6	7	chapter-8/local	PSS/after-6
pss_wip.vbx_base_VE_modAdm0	pss_wip	isabelle/layerB/pss_wip.thy	74476	true	false	8	5,6,7,8	7	chapter-8/local	PSS/after-8
pss_wip.lpx_bpHeadV_PB_last	pss_wip	isabelle/layerB/pss_wip.thy	74520	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.lpx_lph_reduce	pss_wip	isabelle/layerB/pss_wip.thy	74562	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.lpx_lph_of_rn	pss_wip	isabelle/layerB/pss_wip.thy	74601	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.lpx_c2L1_of_rn	pss_wip	isabelle/layerB/pss_wip.thy	74615	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.lpx_transC1_eq_TransS	pss_wip	isabelle/layerB/pss_wip.thy	74642	true	false		5,6,7	0	PSS/compat-unreached	PSS/after-7
pss_wip.lpx_lph_of_slice	pss_wip	isabelle/layerB/pss_wip.thy	74685	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.vjx_RPj1eq	pss_wip	isabelle/layerB/pss_wip.thy	74726	true	false	8	5,6	7	chapter-8/local	PSS/after-6
pss_wip.vjx_VEj1eq_deepen	pss_wip	isabelle/layerB/pss_wip.thy	74938	true	false	8	5,6,7,8	7	chapter-8/local	PSS/after-8
pss_wip.vjx_VEj1eq	pss_wip	isabelle/layerB/pss_wip.thy	75079	true	false	8	5,6,7,8	7	chapter-8/local	PSS/after-8
pss_wip.vjx_terminal_slice_modResidualCollapse	pss_wip	isabelle/layerB/pss_wip.thy	75105	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.a0x_bpHeadT_transC2_eq	pss_wip	isabelle/layerB/pss_wip.thy	75168	true	false	8		7	chapter-8/local	PSS/pre-5
pss_wip.a0x_nadm_below_of_Adm0	pss_wip	isabelle/layerB/pss_wip.thy	75188	true	false	8		7	chapter-8/local	PSS/pre-5
pss_wip.a0x_atoms	pss_wip	isabelle/layerB/pss_wip.thy	75230	true	false	8	5,6	7	chapter-8/local	PSS/after-6
pss_wip.a0x_condV_eq	pss_wip	isabelle/layerB/pss_wip.thy	75286	true	false	8	5,6	7	chapter-8/local	PSS/after-6
pss_wip.a0x_condVI_eq	pss_wip	isabelle/layerB/pss_wip.thy	75315	true	false	8	5,6	7	chapter-8/local	PSS/after-6
pss_wip.a0x_bnd_condV	pss_wip	isabelle/layerB/pss_wip.thy	75352	true	false	8	5,6,8	7	chapter-8/local	PSS/after-8
pss_wip.a0x_base_VE_Adm0	pss_wip	isabelle/layerB/pss_wip.thy	75453	true	false	8	5,6,7,8	7	chapter-8/local	PSS/after-8
pss_wip.a0x_base_VE	pss_wip	isabelle/layerB/pss_wip.thy	75701	true	false	8	5,6,7,8	7	chapter-8/local	PSS/after-8
pss_wip.v1x_W2reg_of_VE1regime	pss_wip	isabelle/layerB/pss_wip.thy	75795	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.dkfx_deadm	pss_wip	isabelle/layerB/pss_wip.thy	75880	true	false		8	0	PSS/compat-unreached	PSS/after-8
pss_wip.dkfx_ker	pss_wip	isabelle/layerB/pss_wip.thy	75981	true	false		8	0	PSS/compat-unreached	PSS/after-8
pss_wip.dkfx_baseML	pss_wip	isabelle/layerB/pss_wip.thy	76011	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.dkfx_nf3x	pss_wip	isabelle/layerB/pss_wip.thy	76037	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.lp2x_bridge	pss_wip	isabelle/layerB/pss_wip.thy	76232	true	false		5,6	0	PSS/compat-unreached	PSS/after-6
pss_wip.lp2x_lph_of_sharp	pss_wip	isabelle/layerB/pss_wip.thy	76277	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.lp2x_c2L1_of_sharp	pss_wip	isabelle/layerB/pss_wip.thy	76297	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.c6nx_condVI_uv	pss_wip	isabelle/layerB/pss_wip.thy	76352	true	false	8	5	5	chapter-8/local	PSS/after-5
pss_wip.c6nx_nadm_jp0	pss_wip	isabelle/layerB/pss_wip.thy	76396	true	false	8	5,6,8	5	chapter-8/local	PSS/after-8
pss_wip.c6nx_predVI	pss_wip	isabelle/layerB/pss_wip.thy	76451	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.c6nx_jm1eq	pss_wip	isabelle/layerB/pss_wip.thy	76542	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.c6nx_t2eq	pss_wip	isabelle/layerB/pss_wip.thy	76619	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.c6nx_condVI_exch_nadm_uncond	pss_wip	isabelle/layerB/pss_wip.thy	76705	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.vcx_bnd_strict	pss_wip	isabelle/layerB/pss_wip.thy	76757	true	false	8	5,6,8	7	chapter-8/local	PSS/after-8
pss_wip.vcx_collapse_VE	pss_wip	isabelle/layerB/pss_wip.thy	76819	true	false	8	5,6,7,8	7	chapter-8/local	PSS/after-8
pss_wip.vcx_VEj1eq	pss_wip	isabelle/layerB/pss_wip.thy	77061	true	false	8	5,6,7,8	7	chapter-8/local	PSS/after-8
pss_wip.vcx_VE_all	pss_wip	isabelle/layerB/pss_wip.thy	77076	true	false	8	5,6,7,8	7	chapter-8/local	PSS/after-8
pss_wip.shx_rn_c1_eq_slice_RA	pss_wip	isabelle/layerB/pss_wip.thy	77151	true	false		5,6,7	0	PSS/compat-unreached	PSS/after-7
pss_wip.shx_rn_c1_bounds	pss_wip	isabelle/layerB/pss_wip.thy	77217	true	false		5,6,7	0	PSS/compat-unreached	PSS/after-7
pss_wip.shx_sharp_of_len2_redB	pss_wip	isabelle/layerB/pss_wip.thy	77365	true	false		5,6,7	0	PSS/compat-unreached	PSS/after-7
pss_wip.shx_lph_of_len2_redB	pss_wip	isabelle/layerB/pss_wip.thy	77389	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.shx_c2L1_of_len2_redB	pss_wip	isabelle/layerB/pss_wip.thy	77410	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.ncx_deadm_of_w2nostr	pss_wip	isabelle/layerB/pss_wip.thy	77489	true	false	8	5,6,7	6	chapter-8/local	PSS/after-7
pss_wip.ncx_nf3x	pss_wip	isabelle/layerB/pss_wip.thy	77523	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.ncx_deadm_regime	pss_wip	isabelle/layerB/pss_wip.thy	77627	true	false		5,6,7	0	PSS/compat-unreached	PSS/after-7
pss_wip.c3vx_KER_step	pss_wip	isabelle/layerB/pss_wip.thy	77733	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.c3vx_veM_of_VEslice	pss_wip	isabelle/layerB/pss_wip.thy	77759	true	false		5,6	0	PSS/compat-unreached	PSS/after-6
pss_wip.c3vx_veL_of_VEslice	pss_wip	isabelle/layerB/pss_wip.thy	77811	true	false		5,6,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.c3vx_baseML_of_VEslices	pss_wip	isabelle/layerB/pss_wip.thy	77908	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.c3vx_condIII_baseML_cf_of_VEslices	pss_wip	isabelle/layerB/pss_wip.thy	77940	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.maxl_ge	pss_wip	isabelle/layerB/pss_wip.thy	78029	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.bdepthP_pos	pss_wip	isabelle/layerB/pss_wip.thy	78036	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.bdepthP_head_le	pss_wip	isabelle/layerB/pss_wip.thy	78039	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.bdepthT_tl_le	pss_wip	isabelle/layerB/pss_wip.thy	78046	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.bdepthT_zero_nil	pss_wip	isabelle/layerB/pss_wip.thy	78057	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.maxl_le_sum_list	pss_wip	isabelle/layerB/pss_wip.thy	78070	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.bdepthT_le_nrmT	pss_wip	isabelle/layerB/pss_wip.thy	78073	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.RPrel_bnd_subset_dep	pss_wip	isabelle/layerB/pss_wip.thy	78098	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_RPrel_dep_0	pss_wip	isabelle/layerB/pss_wip.thy	78111	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_wf_RPrel_dep_0	pss_wip	isabelle/layerB/pss_wip.thy	78119	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_RPrel_dep_lex	pss_wip	isabelle/layerB/pss_wip.thy	78133	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_NoBad_dep	pss_wip	isabelle/layerB/pss_wip.thy	78190	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_tuple_lift_dep	pss_wip	isabelle/layerB/pss_wip.thy	78353	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_wf_dep	pss_wip	isabelle/layerB/pss_wip.thy	78416	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_wf_RPrel_dep	pss_wip	isabelle/layerB/pss_wip.thy	78430	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_wf_RTrel_dep	pss_wip	isabelle/layerB/pss_wip.thy	78433	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_wf_goal_dep	pss_wip	isabelle/layerB/pss_wip.thy	78440	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_bounded_Rchain_impossible	pss_wip	isabelle/layerB/pss_wip.thy	78447	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_infinite_Rchain_unbounded_depth	pss_wip	isabelle/layerB/pss_wip.thy	78458	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_wf_RPrel_iff_no_unbounded_depth	pss_wip	isabelle/layerB/pss_wip.thy	78471	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_bounded_Tchain_impossible	pss_wip	isabelle/layerB/pss_wip.thy	78499	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.wfpd_wf_RTrel_iff_no_unbounded_depth	pss_wip	isabelle/layerB/pss_wip.thy	78510	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.c2lx_lhs_ex_of_step	pss_wip	isabelle/layerB/pss_wip.thy	78568	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.c4cx2_condIV_mnform_of_slice	pss_wip	isabelle/layerB/pss_wip.thy	78663	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.w84x_slice_value_of_reg	pss_wip	isabelle/layerB/pss_wip.thy	78815	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_wip.w84x_reg_mono	pss_wip	isabelle/layerB/pss_wip.thy	78842	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_wip.w84x_tail_share_of_reg	pss_wip	isabelle/layerB/pss_wip.thy	78864	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_wip.w84x_scb_unlift	pss_wip	isabelle/layerB/pss_wip.thy	78906	true	false	8		5	chapter-8/local	PSS/pre-5
